Day,Date,Month,Season,Year,Hour,RestMH,MUMBAI,MH_STATE
1,26,12,1,2013,15,673,15079,2503
1,26,12,1,2013,16,587,15240,2480
1,26,12,1,2013,17,550,14652,2481
1,26,12,1,2013,18,579,13191,2466
1,26,12,1,2013,19,221,13407,2544
1,26,12,1,2013,20,207,13485,2504
1,26,12,1,2013,21,97,12953,2352
1,26,12,1,2013,22,50,12367,2144
1,26,12,1,2013,23,10,11939,1949
1,26,12,1,2013,24,6,11774,1812
1,27,12,1,2013,1,6,11873,1587
1,27,12,1,2013,2,13,11948,1470
1,27,12,1,2013,3,13,11880,1392
1,27,12,1,2013,4,13,11932,1369
1,27,12,1,2013,5,13,12079,1359
1,27,12,1,2013,6,72,12528,1448
1,27,12,1,2013,7,347,13624,1578
1,27,12,1,2013,8,916,14465,1753
1,27,12,1,2013,9,876,15789,2053
1,27,12,1,2013,10,724,15197,2388
1,27,12,1,2013,11,727,15308,2586
1,27,12,1,2013,12,827,15332,2634
1,27,12,1,2013,13,934,15239,2631
1,27,12,1,2013,14,826,14765,2472
1,27,12,1,2013,15,623,14680,2474
1,27,12,1,2013,16,550,14684,2455
1,27,12,1,2013,17,495,13969,2439
1,27,12,1,2013,18,438,12916,2430
1,27,12,1,2013,19,159,13231,2513
1,27,12,1,2013,20,147,13125,2490
1,27,12,1,2013,21,85,12775,2325
1,27,12,1,2013,22,35,12009,2126
1,27,12,1,2013,23,0,11792,1917
2,28,12,1,2013,1,7,11763,1542
2,28,12,1,2013,2,13,11709,1411
2,28,12,1,2013,3,13,11926,1343
2,28,12,1,2013,4,13,12181,1310
2,28,12,1,2013,5,13,12102,1310
2,28,12,1,2013,6,70,12614,1377
2,28,12,1,2013,7,342,13767,1474
2,28,12,1,2013,8,946,14836,1662
2,28,12,1,2013,9,911,15069,1873
2,28,12,1,2013,10,762,15262,2131
2,28,12,1,2013,11,790,15640,2294
2,28,12,1,2013,12,903,15787,2344
2,28,12,1,2013,13,1045,15546,2309
2,28,12,1,2013,14,896,15249,2176
2,28,12,1,2013,15,670,15222,2141
2,28,12,1,2013,16,587,15130,2110
2,28,12,1,2013,17,555,14441,2096
2,28,12,1,2013,18,519,13266,2109
2,28,12,1,2013,19,185,13427,2275
2,28,12,1,2013,20,206,12891,2293
2,28,12,1,2013,21,134,12206,2199
2,28,12,1,2013,22,50,11380,1989
2,28,12,1,2013,23,3,11265,1817
2,28,12,1,2013,24,5,11321,1654
2,29,12,1,2013,1,8,11407,1484
2,29,12,1,2013,2,14,11721,1352
2,29,12,1,2013,3,14,11605,1288
2,29,12,1,2013,4,14,11688,1247
2,29,12,1,2013,5,14,11870,1258
2,29,12,1,2013,6,88,12750,1323
2,29,12,1,2013,7,372,13507,1398
2,29,12,1,2013,8,952,14504,1461
2,29,12,1,2013,9,891,14913,1574
2,29,12,1,2013,10,712,15408,1714
2,29,12,1,2013,11,699,15617,1819
2,29,12,1,2013,12,809,15865,1845
2,29,12,1,2013,13,930,15419,1864
2,29,12,1,2013,14,805,15143,1776
2,29,12,1,2013,15,644,14950,1703
2,29,12,1,2013,16,571,14967,1647
2,29,12,1,2013,17,511,14270,1647
2,29,12,1,2013,18,439,13035,1704
2,29,12,1,2013,19,159,13224,1887
2,29,12,1,2013,20,171,13209,1939
2,29,12,1,2013,21,110,12527,1936
2,29,12,1,2013,22,49,11919,1867
2,29,12,1,2013,23,2,11541,1742
2,29,12,1,2013,24,5,11366,1707
1,30,12,1,2013,1,0,11597,1458
1,30,12,1,2013,2,0,11675,1334
1,30,12,1,2013,3,0,11615,1276
1,30,12,1,2013,4,0,11824,1243
1,30,12,1,2013,5,3,11800,1257
1,30,12,1,2013,6,51,12588,1354
1,30,12,1,2013,7,320,13297,1501
1,30,12,1,2013,8,815,14472,1682
1,30,12,1,2013,9,905,15002,2079
1,30,12,1,2013,10,699,15136,2403
1,30,12,1,2013,11,790,15288,2516
1,30,12,1,2013,12,947,15587,2548
1,30,12,1,2013,13,1090,15474,2534
1,30,12,1,2013,14,952,15095,2378
1,30,12,1,2013,15,691,14906,2376
1,30,12,1,2013,16,582,15039,2346
1,30,12,1,2013,17,406,14386,2349
1,30,12,1,2013,18,171,12935,2349
1,30,12,1,2013,19,92,13382,2450
1,30,12,1,2013,20,107,13065,2431
1,30,12,1,2013,21,68,12499,2224
1,30,12,1,2013,22,48,12056,2066
1,30,12,1,2013,23,19,11660,1874
1,30,12,1,2013,24,19,11620,1690
1,31,12,1,2013,1,0,11538,1524
1,31,12,1,2013,2,0,11597,1391
1,31,12,1,2013,3,0,11641,1327
1,31,12,1,2013,4,0,11676,1287
1,31,12,1,2013,5,0,11841,1300
1,31,12,1,2013,6,43,12418,1385
1,31,12,1,2013,7,264,13635,1529
1,31,12,1,2013,8,737,14487,1711
1,31,12,1,2013,9,856,14991,1981
1,31,12,1,2013,10,686,15409,2290
1,31,12,1,2013,11,695,15239,2475
1,31,12,1,2013,12,814,15580,2543
1,31,12,1,2013,13,954,15367,2502
1,31,12,1,2013,14,855,15088,2353
1,31,12,1,2013,15,650,14903,2349
1,31,12,1,2013,16,555,14811,2319
1,31,12,1,2013,17,478,14379,2295
1,31,12,1,2013,18,174,12920,2305
1,31,12,1,2013,19,73,13160,2382
1,31,12,1,2013,20,84,12985,2381
1,31,12,1,2013,21,59,12230,2209
1,31,12,1,2013,22,45,11741,2030
1,31,12,1,2013,23,4,11502,1888
1,31,12,1,2013,24,4,11523,1733
1,1,1,1,2014,1,11687,1558,13245
1,1,1,1,2014,2,11545,1436,12981
1,1,1,1,2014,3,11423,1360,12783
1,1,1,1,2014,4,11464,1304,12768
1,1,1,1,2014,5,11612,1295,12907
1,1,1,1,2014,6,12396,1368,13764
1,1,1,1,2014,7,13499,1447,14946
1,1,1,1,2014,8,14189,1568,15757
1,1,1,1,2014,9,14418,1764,16182
1,1,1,1,2014,10,15202,2009,17211
1,1,1,1,2014,11,15385,2210,17595
1,1,1,1,2014,12,15311,2293,17604
1,1,1,1,2014,13,15198,2267,17465
1,1,1,1,2014,14,14787,2154,16941
1,1,1,1,2014,15,14513,2137,16650
1,1,1,1,2014,16,14520,2096,16616
1,1,1,1,2014,17,13916,2093,16009
1,1,1,1,2014,18,12618,2116,14734
1,1,1,1,2014,19,13063,2229,15292
1,1,1,1,2014,20,13182,2255,15437
1,1,1,1,2014,21,12596,2137,14733
1,1,1,1,2014,22,11771,2002,13773
1,1,1,1,2014,23,11430,1863,13293
1,1,1,1,2014,24,11615,1671,13286
1,2,1,1,2014,1,11333,1507,12840
1,2,1,1,2014,2,11265,1384,12649
1,2,1,1,2014,3,11533,1324,12857
1,2,1,1,2014,4,11486,1297,12783
1,2,1,1,2014,5,11614,1309,12923
1,2,1,1,2014,6,12356,1419,13775
1,2,1,1,2014,7,13390,1580,14970
1,2,1,1,2014,8,14311,1763,16074
1,2,1,1,2014,9,15127,2037,17164
1,2,1,1,2014,10,15427,2345,17772
1,2,1,1,2014,11,15725,2550,18275
1,2,1,1,2014,12,15754,2582,18336
1,2,1,1,2014,13,15657,2562,18219
1,2,1,1,2014,14,15585,2426,18011
1,2,1,1,2014,15,15415,2450,17865
1,2,1,1,2014,16,15344,2446,17790
1,2,1,1,2014,17,14596,2450,17046
1,2,1,1,2014,18,13172,2434,15606
1,2,1,1,2014,19,13026,2515,15541
1,2,1,1,2014,20,13069,2489,15558
1,2,1,1,2014,21,12763,2179,14942
1,2,1,1,2014,22,12013,1955,13968
1,2,1,1,2014,23,11533,1799,13332
1,2,1,1,2014,24,11683,1636,13319
1,3,1,1,2014,1,11562,1563,13125
1,3,1,1,2014,2,11465,1430,12895
1,3,1,1,2014,3,11577,1369,12946
1,3,1,1,2014,4,11676,1333,13009
1,3,1,1,2014,5,11800,1350,13150
1,3,1,1,2014,6,12406,1470,13876
1,3,1,1,2014,7,13661,1655,15316
1,3,1,1,2014,8,14628,1818,16446
1,3,1,1,2014,9,15104,2070,17174
1,3,1,1,2014,10,15431,2390,17821
1,3,1,1,2014,11,15393,2595,17988
1,3,1,1,2014,12,15570,2659,18229
1,3,1,1,2014,13,15380,2634,18014
1,3,1,1,2014,14,15084,2484,17568
1,3,1,1,2014,15,14771,2514,17285
1,3,1,1,2014,16,14832,2501,17333
1,3,1,1,2014,17,14395,2498,16893
1,3,1,1,2014,18,13027,2472,15499
1,3,1,1,2014,19,12550,2542,15092
1,3,1,1,2014,20,12555,2532,15087
1,3,1,1,2014,21,12275,2381,14656
1,3,1,1,2014,22,11590,2242,13832
1,3,1,1,2014,23,11687,1976,13663
1,3,1,1,2014,24,11639,1793,13432
2,4,1,1,2014,1,11611,1619,13230
2,4,1,1,2014,2,11734,1474,13208
2,4,1,1,2014,3,11940,1412,13352
2,4,1,1,2014,4,11791,1374,13165
2,4,1,1,2014,5,12425,1389,13814
2,4,1,1,2014,6,12874,1486,14360
2,4,1,1,2014,7,13656,1629,15285
2,4,1,1,2014,8,14979,1741,16720
2,4,1,1,2014,9,15097,1973,17070
2,4,1,1,2014,10,15640,2264,17904
2,4,1,1,2014,11,16030,2473,18503
2,4,1,1,2014,12,15929,2517,18446
2,4,1,1,2014,13,15975,2496,18471
2,4,1,1,2014,14,15305,2343,17648
2,4,1,1,2014,15,15275,2314,17589
2,4,1,1,2014,16,15229,2283,17512
2,4,1,1,2014,17,14909,2251,17160
2,4,1,1,2014,18,13045,2245,15290
2,4,1,1,2014,19,13324,2365,15689
2,4,1,1,2014,20,13056,2372,15428
2,4,1,1,2014,21,12712,2244,14956
2,4,1,1,2014,22,12199,2087,14286
2,4,1,1,2014,23,11917,1896,13813
2,4,1,1,2014,24,11894,1732,13626
2,5,1,1,2014,1,11924,1550,13474
2,5,1,1,2014,2,12117,1416,13533
2,5,1,1,2014,3,12256,1338,13594
2,5,1,1,2014,4,12309,1299,13608
2,5,1,1,2014,5,12427,1317,13744
2,5,1,1,2014,6,13188,1389,14577
2,5,1,1,2014,7,13806,1454,15260
2,5,1,1,2014,8,14685,1510,16195
2,5,1,1,2014,9,14998,1620,16618
2,5,1,1,2014,10,15494,1753,17247
2,5,1,1,2014,11,15796,1841,17637
2,5,1,1,2014,12,16057,1868,17925
2,5,1,1,2014,13,15979,1841,17820
2,5,1,1,2014,14,15421,1759,17180
2,5,1,1,2014,15,15170,1687,16857
2,5,1,1,2014,16,15114,1623,16737
2,5,1,1,2014,17,14461,1616,16077
2,5,1,1,2014,18,12881,1668,14549
2,5,1,1,2014,19,13221,1844,15065
2,5,1,1,2014,20,13117,1938,15055
2,5,1,1,2014,21,12457,1901,14358
2,5,1,1,2014,22,11885,1832,13717
2,5,1,1,2014,23,11532,1697,13229
2,5,1,1,2014,24,11830,1522,13352
1,6,1,1,2014,1,11867,1364,13231
1,6,1,1,2014,2,11827,1235,13062
1,6,1,1,2014,3,11646,1186,12832
1,6,1,1,2014,4,11937,1153,13090
1,6,1,1,2014,5,12004,1173,13177
1,6,1,1,2014,6,12812,1307,14119
1,6,1,1,2014,7,13559,1516,15075
1,6,1,1,2014,8,14617,1675,16292
1,6,1,1,2014,9,15092,1934,17026
1,6,1,1,2014,10,15550,2180,17730
1,6,1,1,2014,11,15621,2362,17983
1,6,1,1,2014,12,15975,2400,18375
1,6,1,1,2014,13,15648,2377,18025
1,6,1,1,2014,14,15295,2262,17557
1,6,1,1,2014,15,15254,2276,17530
1,6,1,1,2014,16,15215,2268,17483
1,6,1,1,2014,17,14771,2266,17037
1,6,1,1,2014,18,13142,2262,15404
1,6,1,1,2014,19,13823,2345,16168
1,6,1,1,2014,20,13595,2332,15927
1,6,1,1,2014,21,12708,2184,14892
1,6,1,1,2014,22,12261,1987,14248
1,6,1,1,2014,23,11812,1801,13613
1,6,1,1,2014,24,11816,1628,13444
1,7,1,1,2014,1,11885,1416,13301
1,7,1,1,2014,2,11860,1288,13148
1,7,1,1,2014,3,12038,1233,13271
1,7,1,1,2014,4,11995,1200,13195
1,7,1,1,2014,5,12198,1208,13406
1,7,1,1,2014,6,13091,1341,14432
1,7,1,1,2014,7,14019,1565,15584
1,7,1,1,2014,8,15290,1725,17015
1,7,1,1,2014,9,15520,1965,17485
1,7,1,1,2014,10,15911,2246,18157
1,7,1,1,2014,11,16111,2428,18539
1,7,1,1,2014,12,15906,2480,18386
1,7,1,1,2014,13,15979,2474,18453
1,7,1,1,2014,14,15733,2366,18099
1,7,1,1,2014,15,15709,2399,18108
1,7,1,1,2014,16,15553,2408,17961
1,7,1,1,2014,17,14783,2414,17197
1,7,1,1,2014,18,13389,2404,15793
1,7,1,1,2014,19,13145,2477,15622
1,7,1,1,2014,20,13040,2467,15507
1,7,1,1,2014,21,12831,2303,15134
1,7,1,1,2014,22,12066,2098,14164
1,7,1,1,2014,23,11530,1905,13435
1,7,1,1,2014,24,11831,1701,13532
1,8,1,1,2014,1,11977,1504,13481
1,8,1,1,2014,2,11919,1377,13296
1,8,1,1,2014,3,11999,1323,13322
1,8,1,1,2014,4,11855,1297,13152
1,8,1,1,2014,5,11788,1299,13087
1,8,1,1,2014,6,12950,1422,14372
1,8,1,1,2014,7,13810,1628,15438
1,8,1,1,2014,8,14975,1801,16776
1,8,1,1,2014,9,15287,2056,17343
1,8,1,1,2014,10,15667,2332,17999
1,8,1,1,2014,11,15737,2539,18276
1,8,1,1,2014,12,15948,2591,18539
1,8,1,1,2014,13,15722,2590,18312
1,8,1,1,2014,14,15402,2464,17866
1,8,1,1,2014,15,15501,2475,17976
1,8,1,1,2014,16,15046,2467,17513
1,8,1,1,2014,17,14614,2461,17075
1,8,1,1,2014,18,13468,2453,15921
1,8,1,1,2014,19,13012,2524,15536
1,8,1,1,2014,20,12963,2474,15437
1,8,1,1,2014,21,12814,2372,15186
1,8,1,1,2014,22,11986,2193,14179
1,8,1,1,2014,23,11659,2018,13677
1,8,1,1,2014,24,12002,1814,13816
1,9,1,1,2014,1,11905,1592,13497
1,9,1,1,2014,2,11814,1444,13258
1,9,1,1,2014,3,11820,1383,13203
1,9,1,1,2014,4,12165,1344,13509
1,9,1,1,2014,5,12311,1350,13661
1,9,1,1,2014,6,12953,1475,14428
1,9,1,1,2014,7,13979,1671,15650
1,9,1,1,2014,8,14923,1834,16757
1,9,1,1,2014,9,15663,2087,17750
1,9,1,1,2014,10,15962,2378,18340
1,9,1,1,2014,11,16236,2574,18810
1,9,1,1,2014,12,16192,2620,18812
1,9,1,1,2014,13,16106,2564,18670
1,9,1,1,2014,14,15748,2441,18189
1,9,1,1,2014,15,15697,2436,18133
1,9,1,1,2014,16,15562,2423,17985
1,9,1,1,2014,17,14920,2405,17325
1,9,1,1,2014,18,13338,2392,15730
1,9,1,1,2014,19,13136,2448,15584
1,9,1,1,2014,20,13105,2447,15552
1,9,1,1,2014,21,12990,2299,15289
1,9,1,1,2014,22,12381,2094,14475
1,9,1,1,2014,23,12048,1918,13966
1,9,1,1,2014,24,12241,1721,13962
2,11,1,1,2014,1,12051,1380,13431
2,11,1,1,2014,2,11986,1266,13252
2,11,1,1,2014,3,11881,1252,13133
2,11,1,1,2014,4,12062,1220,13282
2,11,1,1,2014,5,12149,1234,13383
2,11,1,1,2014,6,12899,1287,14186
2,11,1,1,2014,7,13820,1418,15238
2,11,1,1,2014,8,14928,1536,16464
2,11,1,1,2014,9,15268,1750,17018
2,11,1,1,2014,10,15850,1991,17841
2,11,1,1,2014,11,15500,2125,17625
2,11,1,1,2014,12,15805,2179,17984
2,11,1,1,2014,13,15522,2121,17643
2,11,1,1,2014,14,15253,1968,17221
2,11,1,1,2014,15,14940,1935,16875
2,11,1,1,2014,16,14980,1897,16877
2,11,1,1,2014,17,14197,1887,16084
2,11,1,1,2014,18,12672,1925,14597
2,11,1,1,2014,19,12443,2049,14492
2,11,1,1,2014,20,12849,2127,14976
2,11,1,1,2014,21,12755,2024,14779
2,11,1,1,2014,22,12267,1892,14159
2,11,1,1,2014,23,11768,1703,13471
2,11,1,1,2014,24,11715,1496,13211
2,12,1,1,2014,1,12104,1328,13432
2,12,1,1,2014,2,11836,1185,13021
2,12,1,1,2014,3,11890,1128,13018
2,12,1,1,2014,4,12153,1105,13258
2,12,1,1,2014,5,11987,1125,13112
2,12,1,1,2014,6,12946,1222,14168
2,12,1,1,2014,7,13955,1277,15232
2,12,1,1,2014,8,14698,1370,16068
2,12,1,1,2014,9,14779,1507,16286
2,12,1,1,2014,10,15389,1642,17031
2,12,1,1,2014,11,15810,1729,17539
2,12,1,1,2014,12,15732,1763,17495
2,12,1,1,2014,13,15584,1757,17341
2,12,1,1,2014,14,14919,1681,16600
2,12,1,1,2014,15,14507,1610,16117
2,12,1,1,2014,16,14874,1538,16412
2,12,1,1,2014,17,14055,1431,15486
2,12,1,1,2014,18,12774,1450,14224
2,12,1,1,2014,19,13095,1683,14778
2,12,1,1,2014,20,13266,1821,15087
2,12,1,1,2014,21,12951,1804,14755
2,12,1,1,2014,22,12164,1753,13917
2,12,1,1,2014,23,11818,1605,13423
2,12,1,1,2014,24,11739,1428,13167
1,13,1,1,2014,1,11803,1276,13079
1,13,1,1,2014,2,11846,1156,13002
1,13,1,1,2014,3,11916,1105,13021
1,13,1,1,2014,4,11703,1078,12781
1,13,1,1,2014,5,11921,1109,13030
1,13,1,1,2014,6,12958,1236,14194
1,13,1,1,2014,7,13621,1470,15091
1,13,1,1,2014,8,14762,1663,16425
1,13,1,1,2014,9,15216,1905,17121
1,13,1,1,2014,10,15404,2156,17560
1,13,1,1,2014,11,15641,2303,17944
1,13,1,1,2014,12,15619,2334,17953
1,13,1,1,2014,13,15461,2330,17791
1,13,1,1,2014,14,15387,2210,17597
1,13,1,1,2014,15,15364,2213,17577
1,13,1,1,2014,16,15273,2200,17473
1,13,1,1,2014,17,14691,2199,16890
1,13,1,1,2014,18,13073,2215,15288
1,13,1,1,2014,19,13143,2308,15451
1,13,1,1,2014,20,13220,2315,15535
1,13,1,1,2014,21,12785,2171,14956
1,13,1,1,2014,22,12093,1991,14084
1,13,1,1,2014,23,11947,1798,13745
1,13,1,1,2014,24,12156,1613,13769
3,14,1,1,2014,1,12170,1440,13610
3,14,1,1,2014,2,12189,1309,13498
3,14,1,1,2014,3,12099,1244,13343
3,14,1,1,2014,4,12255,1216,13471
3,14,1,1,2014,5,12221,1234,13455
3,14,1,1,2014,6,12847,1344,14191
3,14,1,1,2014,7,13890,1463,15353
3,14,1,1,2014,8,15024,1624,16648
3,14,1,1,2014,9,16008,1879,17887
3,14,1,1,2014,10,16442,2118,18560
3,14,1,1,2014,11,16322,2269,18591
3,14,1,1,2014,12,16383,2326,18709
3,14,1,1,2014,13,16228,2278,18506
3,14,1,1,2014,14,15685,2150,17835
3,14,1,1,2014,15,15784,2130,17914
3,14,1,1,2014,16,15600,2088,17688
3,14,1,1,2014,17,14959,2073,17032
3,14,1,1,2014,18,13282,2045,15327
3,14,1,1,2014,19,12987,2158,15145
3,14,1,1,2014,20,13220,2177,15397
3,14,1,1,2014,21,12679,2051,14730
3,14,1,1,2014,22,12341,1908,14249
3,14,1,1,2014,23,11964,1760,13724
3,14,1,1,2014,24,11775,1609,13384
1,15,1,1,2014,1,12174,1400,13574
1,15,1,1,2014,2,11987,1286,13273
1,15,1,1,2014,3,11989,1237,13226
1,15,1,1,2014,4,12344,1193,13537
1,15,1,1,2014,5,12028,1208,13236
1,15,1,1,2014,6,13021,1349,14370
1,15,1,1,2014,7,13701,1558,15259
1,15,1,1,2014,8,15251,1724,16975
1,15,1,1,2014,9,15655,1969,17624
1,15,1,1,2014,10,16037,2225,18262
1,15,1,1,2014,11,15926,2389,18315
1,15,1,1,2014,12,16010,2417,18427
1,15,1,1,2014,13,15650,2362,18012
1,15,1,1,2014,14,15437,2225,17662
1,15,1,1,2014,15,15345,2223,17568
1,15,1,1,2014,16,15399,2189,17588
1,15,1,1,2014,17,14795,2218,17013
1,15,1,1,2014,18,13215,2215,15430
1,15,1,1,2014,19,13240,2282,15522
1,15,1,1,2014,20,13178,2315,15493
1,15,1,1,2014,21,12803,2207,15010
1,15,1,1,2014,22,12408,2010,14418
1,15,1,1,2014,23,12266,1818,14084
1,15,1,1,2014,24,12084,1611,13695
1,16,1,1,2014,1,12270,1399,13669
1,16,1,1,2014,2,12148,1271,13419
1,16,1,1,2014,3,12138,1216,13354
1,16,1,1,2014,4,12200,1169,13369
1,16,1,1,2014,5,12221,1191,13412
1,16,1,1,2014,6,13628,1321,14949
1,16,1,1,2014,7,14520,1536,16056
1,16,1,1,2014,8,15128,1709,16837
1,16,1,1,2014,9,15915,1950,17865
1,16,1,1,2014,10,15933,2199,18132
1,16,1,1,2014,11,16144,2370,18514
1,16,1,1,2014,12,16211,2377,18588
1,16,1,1,2014,13,15707,2324,18031
1,16,1,1,2014,14,15355,2249,17604
1,16,1,1,2014,15,15266,2272,17538
1,16,1,1,2014,16,15138,2246,17384
1,16,1,1,2014,17,14278,2246,16524
1,16,1,1,2014,18,13231,2224,15455
1,16,1,1,2014,19,12609,2257,14866
1,16,1,1,2014,20,12706,2286,14992
1,16,1,1,2014,21,12488,2184,14672
1,16,1,1,2014,22,11629,2107,13736
1,16,1,1,2014,23,11273,1817,13090
1,16,1,1,2014,24,11730,1614,13344
1,17,1,1,2014,1,12102,1405,13507
1,17,1,1,2014,2,12181,1281,13462
1,17,1,1,2014,3,12034,1230,13264
1,17,1,1,2014,4,12064,1192,13256
1,17,1,1,2014,5,12488,1206,13694
1,17,1,1,2014,6,12971,1343,14314
1,17,1,1,2014,7,13829,1547,15376
1,17,1,1,2014,8,14751,1750,16501
1,17,1,1,2014,9,15419,2006,17425
1,17,1,1,2014,10,15473,2263,17736
1,17,1,1,2014,11,15458,2419,17877
1,17,1,1,2014,12,15602,2441,18043
1,17,1,1,2014,13,15311,2397,17708
1,17,1,1,2014,14,14166,2249,16415
1,17,1,1,2014,15,14270,2251,16521
1,17,1,1,2014,16,14223,2225,16448
1,17,1,1,2014,17,13687,2222,15909
1,17,1,1,2014,18,12640,2202,14842
1,17,1,1,2014,19,12564,2272,14836
1,17,1,1,2014,20,13043,2300,15343
1,17,1,1,2014,21,12737,2165,14902
1,17,1,1,2014,22,11642,1979,13621
1,17,1,1,2014,23,11590,1793,13383
1,17,1,1,2014,24,11440,1570,13010
2,18,1,1,2014,1,11503,1360,12863
2,18,1,1,2014,2,11703,1236,12939
2,18,1,1,2014,3,11705,1171,12876
2,18,1,1,2014,4,11821,1137,12958
2,18,1,1,2014,5,11826,1157,12983
2,18,1,1,2014,6,12907,1270,14177
2,18,1,1,2014,7,13269,1415,14684
2,18,1,1,2014,8,14792,1575,16367
2,18,1,1,2014,9,14609,1819,16428
2,18,1,1,2014,10,15115,2062,17177
2,18,1,1,2014,11,15294,2195,17489
2,18,1,1,2014,12,15278,2197,17475
2,18,1,1,2014,13,15433,2127,17560
2,18,1,1,2014,14,14774,1993,16767
2,18,1,1,2014,15,14678,1986,16664
2,18,1,1,2014,16,14794,1941,16735
2,18,1,1,2014,17,14493,1929,16422
2,18,1,1,2014,18,12768,1932,14700
2,18,1,1,2014,19,12862,2042,14904
2,18,1,1,2014,20,13273,2105,15378
2,18,1,1,2014,21,12649,2024,14673
2,18,1,1,2014,22,12011,1872,13883
2,18,1,1,2014,23,11886,1665,13551
2,18,1,1,2014,24,11840,1496,13336
2,19,1,1,2014,1,11956,1307,13263
2,19,1,1,2014,2,11748,1192,12940
2,19,1,1,2014,3,12157,1135,13292
2,19,1,1,2014,4,12157,1111,13268
2,19,1,1,2014,5,12109,1114,13223
2,19,1,1,2014,6,12776,1196,13972
2,19,1,1,2014,7,13345,1287,14632
2,19,1,1,2014,8,14455,1402,15857
2,19,1,1,2014,9,15361,1569,16930
2,19,1,1,2014,10,15610,1728,17338
2,19,1,1,2014,11,15926,1829,17755
2,19,1,1,2014,12,15683,1852,17535
2,19,1,1,2014,13,15487,1796,17283
2,19,1,1,2014,14,15086,1691,16777
2,19,1,1,2014,15,14852,1605,16457
2,19,1,1,2014,16,15017,1548,16565
2,19,1,1,2014,17,14154,1547,15701
2,19,1,1,2014,18,12497,1590,14087
2,19,1,1,2014,19,12661,1775,14436
2,19,1,1,2014,20,12668,1917,14585
2,19,1,1,2014,21,12396,1925,14321
2,19,1,1,2014,22,11560,1789,13349
2,19,1,1,2014,23,11516,1659,13175
2,19,1,1,2014,24,11821,1533,13354
1,20,1,1,2014,1,12256,1493,13749
1,20,1,1,2014,2,12195,1355,13550
1,20,1,1,2014,3,12219,1285,13504
1,20,1,1,2014,4,12231,1247,13478
1,20,1,1,2014,5,12254,1261,13515
1,20,1,1,2014,6,12875,1407,14282
1,20,1,1,2014,7,13328,1608,14936
1,20,1,1,2014,8,14890,1813,16703
1,20,1,1,2014,9,15490,2076,17566
1,20,1,1,2014,10,15553,2351,17904
1,20,1,1,2014,11,15687,2507,18194
1,20,1,1,2014,12,15952,2506,18458
1,20,1,1,2014,13,15619,2496,18115
1,20,1,1,2014,14,15489,2357,17846
1,20,1,1,2014,15,15560,2369,17929
1,20,1,1,2014,16,15619,2369,17988
1,20,1,1,2014,17,15176,2382,17558
1,20,1,1,2014,18,13682,2348,16030
1,20,1,1,2014,19,13127,2399,15526
1,20,1,1,2014,20,13549,2427,15976
1,20,1,1,2014,21,13178,2272,15450
1,20,1,1,2014,22,12363,2098,14461
1,20,1,1,2014,23,12328,1899,14227
1,20,1,1,2014,24,12482,1688,14170
1,21,1,1,2014,1,12141,1483,13624
1,21,1,1,2014,2,12199,1311,13510
1,21,1,1,2014,3,12009,1281,13290
1,21,1,1,2014,4,12592,1247,13839
1,21,1,1,2014,5,12658,1280,13938
1,21,1,1,2014,6,13024,1416,14440
1,21,1,1,2014,7,13666,1625,15291
1,21,1,1,2014,8,14733,1811,16544
1,21,1,1,2014,9,15627,2081,17708
1,21,1,1,2014,10,16227,2328,18555
1,21,1,1,2014,11,15549,2465,18014
1,21,1,1,2014,12,15536,2472,18008
1,21,1,1,2014,13,15152,2429,17581
1,21,1,1,2014,14,15190,2277,17467
1,21,1,1,2014,15,15311,2287,17598
1,21,1,1,2014,16,15493,2291,17784
1,21,1,1,2014,17,14596,2301,16897
1,21,1,1,2014,18,13345,2309,15654
1,21,1,1,2014,19,13431,2400,15831
1,21,1,1,2014,20,13318,2417,15735
1,21,1,1,2014,21,12395,2257,14652
1,21,1,1,2014,22,11865,2086,13951
1,21,1,1,2014,23,11662,1864,13526
1,21,1,1,2014,24,12115,1668,13783
1,22,1,1,2014,1,12114,1354,13468
1,22,1,1,2014,2,12118,1226,13344
1,22,1,1,2014,3,11959,1170,13129
1,22,1,1,2014,4,12047,1141,13188
1,22,1,1,2014,5,12238,1175,13413
1,22,1,1,2014,6,13148,1300,14448
1,22,1,1,2014,7,14133,1511,15644
1,22,1,1,2014,8,14996,1705,16701
1,22,1,1,2014,9,15223,1952,17175
1,22,1,1,2014,10,15757,2223,17980
1,22,1,1,2014,11,15988,2408,18396
1,22,1,1,2014,12,15949,2437,18386
1,22,1,1,2014,13,15539,2405,17944
1,22,1,1,2014,14,15247,2270,17517
1,22,1,1,2014,15,15283,2253,17536
1,22,1,1,2014,16,15300,2234,17534
1,22,1,1,2014,17,14694,2244,16938
1,22,1,1,2014,18,13263,2258,15521
1,22,1,1,2014,19,13146,2343,15489
1,22,1,1,2014,20,13083,2352,15435
1,22,1,1,2014,21,12663,2193,14856
1,22,1,1,2014,22,12286,2058,14344
1,22,1,1,2014,23,12096,1860,13956
1,22,1,1,2014,24,12273,1647,13920
1,23,1,1,2014,1,12340,1502,13842
1,23,1,1,2014,2,12279,1375,13654
1,23,1,1,2014,3,12502,1304,13806
1,23,1,1,2014,4,12420,1268,13688
1,23,1,1,2014,5,12530,1285,13815
1,23,1,1,2014,6,13212,1406,14618
1,23,1,1,2014,7,14464,1615,16079
